MetricID	BoneID	Measurement	PhaseID	TaxonCode	SkeletalElement	Sex	Castrate	Value	time_added	user_added	time_last_update	user_last_update
M097750	B19369	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	26.3	\N	\N	2024-09-27 14:59:04	robert@localhost
M097756	B19370	Bp	LSMII	susscrd	phalanx 2	0.5	\N	17.1	\N	\N	2024-09-27 14:59:04	robert@localhost
M097757	B19370	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	26.4	\N	\N	2024-09-27 14:59:04	robert@localhost
M097763	B19371	Bp	LSMII	susscrd	phalanx 2	0.5	\N	16.3	\N	\N	2024-09-27 14:59:04	robert@localhost
M097764	B19371	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	27.5	\N	\N	2024-09-27 14:59:04	robert@localhost
M097770	B19372	Bp	LSMII	susscrd	phalanx 2	0.5	\N	16.5	\N	\N	2024-09-27 14:59:04	robert@localhost
M097771	B19372	GLpe	LSMII	susscrd	phalanx 2	0.5	\N	26	\N	\N	2024-09-27 14:59:04	robert@localhost
M097777	B19373	BG	LSMII	susscrd	scapula	0.5	\N	39.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097778	B19373	GLP	LSMII	susscrd	scapula	0.5	\N	26.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097779	B19373	SLC	LSMII	susscrd	scapula	0.5	\N	15.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097782	B19374	Bd	LSMII	susscrd	tibia	0.5	\N	30.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097783	B19374	Dd	LSMII	susscrd	tibia	0.5	\N	25.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097784	B19374	SD	LSMII	susscrd	tibia	0.5	\N	18.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097788	B19375	Bd	LSMII	susscrd	tibia	0.5	\N	32	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097789	B19375	Dd	LSMII	susscrd	tibia	0.5	\N	27.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097790	B19375	SD	LSMII	susscrd	tibia	0.5	\N	19.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097794	B19376	Bd	LSMII	susscrd	tibia	0.5	\N	29.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097795	B19376	Dd	LSMII	susscrd	tibia	0.5	\N	25.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097800	B19377	Bd	LSMII	susscrd	tibia	0.5	\N	29.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097801	B19377	Dd	LSMII	susscrd	tibia	0.5	\N	25	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097806	B19378	BG	LSMII	susscrf	scapula	0.5	\N	43.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097807	B19378	GLP	LSMII	susscrf	scapula	0.5	\N	29.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M097808	B19378	SLC	LSMII	susscrf	scapula	0.5	\N	14.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059848	B13478	Bd	HENE1	bosprim	humerus	0.5	\N	95.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059849	B13478	BT	HENE1	bosprim	humerus	0.5	\N	87.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059854	B13479	Bp	HENE1	bosprim	phalanx 1: anterior	0.5	\N	34.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059861	B13480	Bd	HENE1	bosprim	phalanx 2	0.5	\N	25.9	\N	\N	2024-09-27 14:59:04	robert@localhost
M059862	B13480	Bp	HENE1	bosprim	phalanx 2	0.5	\N	30.4	\N	\N	2024-09-27 14:59:04	robert@localhost
M059863	B13480	GLpe	HENE1	bosprim	phalanx 2	0.5	\N	44.3	\N	\N	2024-09-27 14:59:04	robert@localhost
M059864	B13480	SD	HENE1	bosprim	phalanx 2	0.5	\N	24.2	\N	\N	2024-09-27 14:59:04	robert@localhost
M059868	B13481	Bd	HENE1	bosprim	phalanx 2	0.5	\N	28.7	\N	\N	2024-09-27 14:59:04	robert@localhost
M059869	B13481	Bp	HENE1	bosprim	phalanx 2	0.5	\N	34.4	\N	\N	2024-09-27 14:59:04	robert@localhost
M059870	B13481	GLpe	HENE1	bosprim	phalanx 2	0.5	\N	47.9	\N	\N	2024-09-27 14:59:04	robert@localhost
M059871	B13481	SD	HENE1	bosprim	phalanx 2	0.5	\N	24.8	\N	\N	2024-09-27 14:59:04	robert@localhost
M059875	B13482	Bd	HENE1	bosprim	phalanx 2	0.5	\N	40.1	\N	\N	2024-09-27 14:59:04	robert@localhost
M059876	B13482	Bp	HENE1	bosprim	phalanx 2	0.5	\N	42.6	\N	\N	2024-09-27 14:59:04	robert@localhost
M059877	B13482	GLpe	HENE1	bosprim	phalanx 2	0.5	\N	53.7	\N	\N	2024-09-27 14:59:04	robert@localhost
M059878	B13482	SD	HENE1	bosprim	phalanx 2	0.5	\N	34.1	\N	\N	2024-09-27 14:59:04	robert@localhost
M059882	B13483	Bd	HENE1	bostaur	astragalus	0.5	\N	40.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059883	B13483	GLl	HENE1	bostaur	astragalus	0.5	\N	66.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059884	B13483	GLm	HENE1	bostaur	astragalus	0.5	\N	61.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059885	B13483	Dl	HENE1	bostaur	astragalus	0.5	\N	36.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059891	B13484	Bd	HENE1	bostaur	astragalus	0.5	\N	41.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059892	B13484	GLl	HENE1	bostaur	astragalus	0.5	\N	65.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059893	B13484	GLm	HENE1	bostaur	astragalus	0.5	\N	57.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059894	B13484	Dl	HENE1	bostaur	astragalus	0.5	\N	36.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059895	B13484	Dm	HENE1	bostaur	astragalus	0.5	\N	35.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059900	B13485	Bd	HENE1	bostaur	astragalus	0.5	\N	41.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059901	B13485	GLl	HENE1	bostaur	astragalus	0.5	\N	66.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059902	B13485	GLm	HENE1	bostaur	astragalus	0.5	\N	60.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059903	B13485	Dl	HENE1	bostaur	astragalus	0.5	\N	36.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059904	B13485	Dm	HENE1	bostaur	astragalus	0.5	\N	37.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059909	B13486	Bd	HENE1	bostaur	astragalus	0.5	\N	42.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059910	B13486	GLl	HENE1	bostaur	astragalus	0.5	\N	69.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059911	B13486	GLm	HENE1	bostaur	astragalus	0.5	\N	63.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059912	B13486	Dl	HENE1	bostaur	astragalus	0.5	\N	38.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059913	B13486	Dm	HENE1	bostaur	astragalus	0.5	\N	38	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059918	B13487	Bd	HENE1	bostaur	astragalus	0.5	\N	43.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059919	B13487	GLl	HENE1	bostaur	astragalus	0.5	\N	68.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059920	B13487	GLm	HENE1	bostaur	astragalus	0.5	\N	62.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059921	B13487	Dl	HENE1	bostaur	astragalus	0.5	\N	38.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059922	B13487	Dm	HENE1	bostaur	astragalus	0.5	\N	38.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059927	B13488	Bd	HENE1	bostaur	astragalus	0.5	\N	42.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059928	B13488	GLl	HENE1	bostaur	astragalus	0.5	\N	68.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059929	B13488	GLm	HENE1	bostaur	astragalus	0.5	\N	63.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059930	B13488	Dl	HENE1	bostaur	astragalus	0.5	\N	38.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059931	B13488	Dm	HENE1	bostaur	astragalus	0.5	\N	37.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059936	B13489	Bd	HENE1	bostaur	astragalus	0.5	\N	41.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059937	B13489	GLl	HENE1	bostaur	astragalus	0.5	\N	71.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059938	B13489	GLm	HENE1	bostaur	astragalus	0.5	\N	45.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059939	B13489	Dl	HENE1	bostaur	astragalus	0.5	\N	39.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059940	B13489	Dm	HENE1	bostaur	astragalus	0.5	\N	38.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059945	B13490	Bd	HENE1	bostaur	astragalus	0.5	\N	41	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059946	B13490	GLl	HENE1	bostaur	astragalus	0.5	\N	70.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059947	B13490	GLm	HENE1	bostaur	astragalus	0.5	\N	65.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059948	B13490	Dl	HENE1	bostaur	astragalus	0.5	\N	39.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059949	B13490	Dm	HENE1	bostaur	astragalus	0.5	\N	38.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059954	B13491	GLm	HENE1	bostaur	astragalus	0.5	\N	60.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059955	B13491	Dl	HENE1	bostaur	astragalus	0.5	\N	35.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059956	B13491	Dm	HENE1	bostaur	astragalus	0.5	\N	40.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059963	B13492	Bd	HENE1	bostaur	astragalus	0.5	\N	42.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059964	B13492	GLl	HENE1	bostaur	astragalus	0.5	\N	70.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059965	B13492	Dl	HENE1	bostaur	astragalus	0.5	\N	37.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059972	B13493	Bd	HENE1	bostaur	astragalus	0.5	\N	40.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059973	B13493	GLl	HENE1	bostaur	astragalus	0.5	\N	64.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059974	B13493	GLm	HENE1	bostaur	astragalus	0.5	\N	60.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059975	B13493	Dl	HENE1	bostaur	astragalus	0.5	\N	36.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059976	B13493	Dm	HENE1	bostaur	astragalus	0.5	\N	35.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059981	B13494	Bd	HENE1	bostaur	astragalus	0.5	\N	43.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059982	B13494	GLl	HENE1	bostaur	astragalus	0.5	\N	69.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059983	B13494	GLm	HENE1	bostaur	astragalus	0.5	\N	63.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059984	B13494	Dl	HENE1	bostaur	astragalus	0.5	\N	38.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059985	B13494	Dm	HENE1	bostaur	astragalus	0.5	\N	38.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059990	B13495	GLl	HENE1	bostaur	astragalus	0.5	\N	70	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059991	B13495	Dl	HENE1	bostaur	astragalus	0.5	\N	39.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059992	B13495	Dm	HENE1	bostaur	astragalus	0.5	\N	38.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M059999	B13496	Bd	HENE1	bostaur	astragalus	0.5	\N	41.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060000	B13496	GLl	HENE1	bostaur	astragalus	0.5	\N	66	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060001	B13496	GLm	HENE1	bostaur	astragalus	0.5	\N	61	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060002	B13496	Dl	HENE1	bostaur	astragalus	0.5	\N	38	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060003	B13496	Dm	HENE1	bostaur	astragalus	0.5	\N	37	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060008	B13497	Bd	HENE1	bostaur	astragalus	0.5	\N	42	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060009	B13497	GLl	HENE1	bostaur	astragalus	0.5	\N	66.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060010	B13497	GLm	HENE1	bostaur	astragalus	0.5	\N	62.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060011	B13497	Dl	HENE1	bostaur	astragalus	0.5	\N	37.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060012	B13497	Dm	HENE1	bostaur	astragalus	0.5	\N	37.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060017	B13498	Bd	HENE1	bostaur	astragalus	0.5	\N	45.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060018	B13498	GLl	HENE1	bostaur	astragalus	0.5	\N	68	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060019	B13498	GLm	HENE1	bostaur	astragalus	0.5	\N	62.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060020	B13498	Dl	HENE1	bostaur	astragalus	0.5	\N	39	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060021	B13498	Dm	HENE1	bostaur	astragalus	0.5	\N	39.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060026	B13499	Bd	HENE1	bostaur	astragalus	0.5	\N	42.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060027	B13499	GLl	HENE1	bostaur	astragalus	0.5	\N	69.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060028	B13499	GLm	HENE1	bostaur	astragalus	0.5	\N	63.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060029	B13499	Dl	HENE1	bostaur	astragalus	0.5	\N	38.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060030	B13499	Dm	HENE1	bostaur	astragalus	0.5	\N	38.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060035	B13500	Bd	HENE1	bostaur	astragalus	0.5	\N	43.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060036	B13500	GLl	HENE1	bostaur	astragalus	0.5	\N	67.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060037	B13500	GLm	HENE1	bostaur	astragalus	0.5	\N	61.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060038	B13500	Dl	HENE1	bostaur	astragalus	0.5	\N	37.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060039	B13500	Dm	HENE1	bostaur	astragalus	0.5	\N	38.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060044	B13501	BFcd	HENE1	bostaur	atlas	1	0	84.7	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060048	B13502	BFcd	HENE1	bostaur	atlas	0.25	\N	99.6	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060049	B13502	BFcr	HENE1	bostaur	atlas	0.25	\N	112	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060050	B13502	GB	HENE1	bostaur	atlas	0.25	\N	137.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060052	B13503	BFcd	HENE1	bostaur	atlas	0.25	\N	97.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060053	B13503	BFcr	HENE1	bostaur	atlas	0.25	\N	102.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060054	B13503	GB	HENE1	bostaur	atlas	0.25	\N	134	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060056	B13504	GB	HENE1	bostaur	calcaneus	0.5	\N	39.3	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060057	B13504	GL	HENE1	bostaur	calcaneus	0.5	\N	133.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060058	B13505	GB	HENE1	bostaur	calcaneus	0.5	\N	46.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060059	B13505	GL	HENE1	bostaur	calcaneus	0.5	\N	134.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060060	B13506	GB	HENE1	bostaur	calcaneus	0.5	\N	46	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060061	B13506	GL	HENE1	bostaur	calcaneus	0.5	\N	132.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060062	B13507	GB	HENE1	bostaur	calcaneus	0.5	\N	44.2	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060063	B13507	GL	HENE1	bostaur	calcaneus	0.5	\N	130.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060064	B13508	GB	HENE1	bostaur	calcaneus	0.5	\N	48.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060065	B13508	GL	HENE1	bostaur	calcaneus	0.5	\N	137.3	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060066	B13509	GB	HENE1	bostaur	calcaneus	0.5	\N	45.9	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060067	B13509	GL	HENE1	bostaur	calcaneus	0.5	\N	133.2	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060068	B13510	GB	HENE1	bostaur	calcaneus	0.5	\N	55.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060070	B13511	DC	HENE1	bostaur	femur	0.5	\N	46.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060075	B13512	Bd	HENE1	bostaur	femur	0.5	\N	90.9	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060076	B13512	GLC	HENE1	bostaur	femur	0.5	\N	335.7	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060077	B13512	SD	HENE1	bostaur	femur	0.5	\N	35	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060078	B13512	DC	HENE1	bostaur	femur	0.5	\N	46	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060080	B13513	Bd	HENE1	bostaur	femur	0.5	\N	93.9	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060081	B13513	GLC	HENE1	bostaur	femur	0.5	\N	338	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060082	B13513	SD	HENE1	bostaur	femur	0.5	\N	33.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060083	B13513	DC	HENE1	bostaur	femur	0.5	\N	45.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060085	B13514	SD	HENE1	bostaur	femur	0.5	\N	36.2	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060086	B13514	DC	HENE1	bostaur	femur	0.5	\N	45.3	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060090	B13515	Bd	HENE1	bostaur	femur	0.5	\N	95.8	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060091	B13515	Bp	HENE1	bostaur	femur	0.5	\N	111.8	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060092	B13515	GL	HENE1	bostaur	femur	0.5	\N	348.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060093	B13515	GLC	HENE1	bostaur	femur	0.5	\N	325.2	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060094	B13515	SD	HENE1	bostaur	femur	0.5	\N	33.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060096	B13516	DC	HENE1	bostaur	femur	0.5	\N	44.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060101	B13517	Bd	HENE1	bostaur	femur	0.5	\N	93.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060102	B13517	GL	HENE1	bostaur	femur	0.5	\N	366	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060103	B13517	SD	HENE1	bostaur	femur	0.5	\N	33.7	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060107	B13518	Bd	HENE1	bostaur	femur	0.5	\N	100	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060112	B13519	Bd	HENE1	bostaur	femur	0.5	\N	98.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060117	B13520	DC	HENE1	bostaur	femur	0.5	\N	45.1	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M060122	B13521	Bd	HENE1	bostaur	humerus	0.5	\N	83.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060123	B13521	BT	HENE1	bostaur	humerus	0.5	\N	75.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060128	B13522	Bd	HENE1	bostaur	humerus	0.5	\N	82.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060129	B13522	BT	HENE1	bostaur	humerus	0.5	\N	77	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060134	B13523	Bd	HENE1	bostaur	humerus	0.5	\N	83	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060135	B13523	BT	HENE1	bostaur	humerus	0.5	\N	75	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060136	B13523	GLC	HENE1	bostaur	humerus	0.5	\N	259.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060137	B13523	SD	HENE1	bostaur	humerus	0.5	\N	33.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060140	B13524	Bd	HENE1	bostaur	humerus	0.5	\N	93.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060141	B13524	BT	HENE1	bostaur	humerus	0.5	\N	82.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060146	B13525	Bd	HENE1	bostaur	humerus	0.5	\N	80.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060147	B13525	BT	HENE1	bostaur	humerus	0.5	\N	76.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060148	B13525	GLC	HENE1	bostaur	humerus	0.5	\N	253.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060149	B13525	SD	HENE1	bostaur	humerus	0.5	\N	32.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060152	B13526	BT	HENE1	bostaur	humerus	0.5	\N	70.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060158	B13527	Bd	HENE1	bostaur	humerus	0.5	\N	79.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060159	B13527	BT	HENE1	bostaur	humerus	0.5	\N	72.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060164	B13528	Bd	HENE1	bostaur	humerus	0.5	\N	77.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M060193	B13530	BM3	HENE1	bostaur	mandible	0.5	\N	14.2	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060194	B13530	LM3	HENE1	bostaur	mandible	0.5	\N	39.3	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060216	B13531	BM3	HENE1	bostaur	mandible	0.5	\N	12.6	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060217	B13531	LM3	HENE1	bostaur	mandible	0.5	\N	31.4	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060239	B13532	BM3	HENE1	bostaur	mandible	0.5	\N	12.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060240	B13532	LM3	HENE1	bostaur	mandible	0.5	\N	32.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060262	B13533	BM3	HENE1	bostaur	mandible	0.5	\N	12.7	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060263	B13533	LM3	HENE1	bostaur	mandible	0.5	\N	42.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060264	B13533	LMR	HENE1	bostaur	mandible	0.5	\N	99.1	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060265	B13533	LPR	HENE1	bostaur	mandible	0.5	\N	65.6	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060266	B13533	LZR	HENE1	bostaur	mandible	0.5	\N	163.2	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060285	B13534	LPR	HENE1	bostaur	mandible	0.5	\N	56.2	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060308	B13535	BM3	HENE1	bostaur	mandible	0.5	\N	16.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060309	B13535	LM3	HENE1	bostaur	mandible	0.5	\N	39.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060331	B13536	BM3	HENE1	bostaur	mandible	0.5	\N	14.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060332	B13536	LM3	HENE1	bostaur	mandible	0.5	\N	37.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060333	B13536	LMR	HENE1	bostaur	mandible	0.5	\N	91.2	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060334	B13536	LPR	HENE1	bostaur	mandible	0.5	\N	51.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060335	B13536	LZR	HENE1	bostaur	mandible	0.5	\N	144.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060354	B13537	BM3	HENE1	bostaur	mandible	0.5	\N	15.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060355	B13537	LM3	HENE1	bostaur	mandible	0.5	\N	38.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060356	B13537	LMR	HENE1	bostaur	mandible	0.5	\N	91.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060357	B13537	LPR	HENE1	bostaur	mandible	0.5	\N	52.3	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060358	B13537	LZR	HENE1	bostaur	mandible	0.5	\N	144.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060377	B13538	LPR	HENE1	bostaur	mandible	0.5	\N	60.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060400	B13539	BM3	HENE1	bostaur	mandible	0.5	\N	13	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060401	B13539	LM3	HENE1	bostaur	mandible	0.5	\N	34.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M060423	B13540	BM3	HENE1	bostaur	mandible	0.5	\N	13.3	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
