MetricID	BoneID	Measurement	PhaseID	TaxonCode	SkeletalElement	Sex	Castrate	Value	time_added	user_added	time_last_update	user_last_update
M062324	B13828	Bp	HENE1	ovisari	tibia	0.5	\N	39.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062325	B13828	GL	HENE1	ovisari	tibia	0.5	\N	215.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062326	B13828	SD	HENE1	ovisari	tibia	0.5	\N	13.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062328	B13829	Bd	HENE1	ovisari	tibia	0.5	\N	24.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062329	B13829	SD	HENE1	ovisari	tibia	0.5	\N	12	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062333	B13830	Bp	HENE1	ovisari	tibia	0.5	\N	35.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062338	B13831	Bd	HENE1	ovisari	tibia	0.5	\N	23.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062343	B13832	Bd	HENE1	ovisari	tibia	0.5	\N	24.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062344	B13832	SD	HENE1	ovisari	tibia	0.5	\N	12.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062348	B13833	Bd	HENE1	ovisari	tibia	0.5	\N	22.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062353	B13834	Bd	HENE1	ovisari	tibia	0.5	\N	23.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062354	B13834	Bp	HENE1	ovisari	tibia	0.5	\N	38.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062355	B13834	GL	HENE1	ovisari	tibia	0.5	\N	197.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062356	B13834	SD	HENE1	ovisari	tibia	0.5	\N	12.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062358	B13835	Bd	HENE1	ovisari	tibia	0.5	\N	23.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062359	B13835	Bp	HENE1	ovisari	tibia	0.5	\N	38	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062360	B13835	GL	HENE1	ovisari	tibia	0.5	\N	197.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062361	B13835	SD	HENE1	ovisari	tibia	0.5	\N	12.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062363	B13836	Bp	HENE1	ovisari	tibia	0.5	\N	36.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062368	B13837	Bd	HENE1	ovisari	tibia	0.5	\N	24.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062373	B13838	Bp	HENE1	ovisari	tibia	0.5	\N	37	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062378	B13839	Bd	HENE1	ovisari	tibia	0.5	\N	23	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062379	B13839	SD	HENE1	ovisari	tibia	0.5	\N	12.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062383	B13840	BPC	HENE1	ovisari	ulna	0.5	\N	13.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062384	B13840	SDO	HENE1	ovisari	ulna	0.5	\N	20	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062385	B13840	LO	HENE1	ovisari	ulna	0.5	\N	36.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062386	B13840	DPA	HENE1	ovisari	ulna	0.5	\N	21.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062390	B13841	BPC	HENE1	ovisari	ulna	0.5	\N	15.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062391	B13841	SDO	HENE1	ovisari	ulna	0.5	\N	19.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062392	B13841	LO	HENE1	ovisari	ulna	0.5	\N	35.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062393	B13841	DPA	HENE1	ovisari	ulna	0.5	\N	23.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062397	B13842	BPC	HENE1	ovisari	ulna	0.5	\N	17.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062398	B13842	LO	HENE1	ovisari	ulna	0.5	\N	38.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062399	B13842	DPA	HENE1	ovisari	ulna	0.5	\N	24.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062403	B13843	BPC	HENE1	ovisari	ulna	0.5	\N	15.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062404	B13843	SDO	HENE1	ovisari	ulna	0.5	\N	20.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062405	B13843	LO	HENE1	ovisari	ulna	0.5	\N	35.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062406	B13843	DPA	HENE1	ovisari	ulna	0.5	\N	23.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062410	B13844	BPC	HENE1	ovisari	ulna	0.5	\N	15.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062411	B13844	SDO	HENE1	ovisari	ulna	0.5	\N	18.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062412	B13844	LO	HENE1	ovisari	ulna	0.5	\N	36.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062413	B13844	DPA	HENE1	ovisari	ulna	0.5	\N	23.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062417	B13845	BPC	HENE1	ovisari	ulna	0.5	\N	13.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062418	B13845	SDO	HENE1	ovisari	ulna	0.5	\N	19.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062419	B13845	LO	HENE1	ovisari	ulna	0.5	\N	36.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062420	B13845	DPA	HENE1	ovisari	ulna	0.5	\N	23.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062424	B13846	BPC	HENE1	ovisari	ulna	0.5	\N	16.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062425	B13846	SDO	HENE1	ovisari	ulna	0.5	\N	22.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062426	B13846	LO	HENE1	ovisari	ulna	0.5	\N	40.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062427	B13846	DPA	HENE1	ovisari	ulna	0.5	\N	26.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062431	B13847	BPC	HENE1	ovisari	ulna	0.5	\N	14.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062432	B13847	SDO	HENE1	ovisari	ulna	0.5	\N	18.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062433	B13847	LO	HENE1	ovisari	ulna	0.5	\N	37.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062434	B13847	DPA	HENE1	ovisari	ulna	0.5	\N	22.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062438	B13848	BPC	HENE1	ovisari	ulna	0.5	\N	15.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062439	B13848	SDO	HENE1	ovisari	ulna	0.5	\N	19.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062440	B13848	LO	HENE1	ovisari	ulna	0.5	\N	36.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062441	B13848	DPA	HENE1	ovisari	ulna	0.5	\N	23.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062445	B13849	BPC	HENE1	ovisari	ulna	0.5	\N	14.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062446	B13849	SDO	HENE1	ovisari	ulna	0.5	\N	20.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062447	B13849	LO	HENE1	ovisari	ulna	0.5	\N	37.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062448	B13849	DPA	HENE1	ovisari	ulna	0.5	\N	24.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062452	B13850	BPC	HENE1	ovisari	ulna	0.5	\N	16.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062453	B13850	SDO	HENE1	ovisari	ulna	0.5	\N	21.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062454	B13850	LO	HENE1	ovisari	ulna	0.5	\N	37.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062455	B13850	DPA	HENE1	ovisari	ulna	0.5	\N	24.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062459	B13851	BPC	HENE1	ovisari	ulna	0.5	\N	14.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062464	B13852	Bd	HENE1	susscrd	astragalus	0.5	\N	24.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062465	B13852	GLl	HENE1	susscrd	astragalus	0.5	\N	44.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062466	B13852	GLm	HENE1	susscrd	astragalus	0.5	\N	40.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062467	B13852	Dl	HENE1	susscrd	astragalus	0.5	\N	22.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062468	B13852	Dm	HENE1	susscrd	astragalus	0.5	\N	25.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062473	B13853	Bd	HENE1	susscrd	astragalus	0.5	\N	26.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062474	B13853	GLl	HENE1	susscrd	astragalus	0.5	\N	46.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062475	B13853	GLm	HENE1	susscrd	astragalus	0.5	\N	42.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062476	B13853	Dm	HENE1	susscrd	astragalus	0.5	\N	26.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062482	B13854	BFcr	HENE1	susscrd	atlas	0.5	\N	62.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062483	B13854	GB	HENE1	susscrd	atlas	0.5	\N	81.7	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062486	B13855	Bd	HENE1	susscrd	humerus	0.5	\N	38.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062487	B13855	BT	HENE1	susscrd	humerus	0.5	\N	30.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062492	B13856	Bd	HENE1	susscrd	humerus	0.5	\N	37.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062493	B13856	BT	HENE1	susscrd	humerus	0.5	\N	29.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062494	B13856	SD	HENE1	susscrd	humerus	0.5	\N	14.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062498	B13857	SD	HENE1	susscrd	humerus	0.5	\N	14.9	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062504	B13858	Bd	HENE1	susscrd	humerus	0.5	\N	42.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062505	B13858	BT	HENE1	susscrd	humerus	0.5	\N	33.3	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062510	B13859	LPR	HENE1	susscrd	mandible	1	0	59.6	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062533	B13860	BM3	HENE1	susscrd	mandible	0.5	\N	15.8	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062534	B13860	LM3	HENE1	susscrd	mandible	0.5	\N	36.4	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062556	B13861	BM3	HENE1	susscrd	mandible	0.5	\N	14.6	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062557	B13861	LMR	HENE1	susscrd	mandible	0.5	\N	71.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062579	B13862	BM3	HENE1	susscrd	mandible	0.5	\N	15.1	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062580	B13862	LM3	HENE1	susscrd	mandible	0.5	\N	34.2	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062581	B13862	LMR	HENE1	susscrd	mandible	0.5	\N	76.9	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062602	B13863	BM3	HENE1	susscrd	maxilla	0.5	\N	16	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M062603	B13863	LM3	HENE1	susscrd	maxilla	0.5	\N	31.6	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M062607	B13864	BM3	HENE1	susscrd	maxilla	0.5	\N	16.5	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M062608	B13864	LM3	HENE1	susscrd	maxilla	0.5	\N	31.2	\N	\N	2022-06-29 12:36:27	Rscripts@localhost
M062612	B13865	Bp	HENE1	susscrd	metatarsal	0.5	\N	16.2	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062618	B13866	Bp	HENE1	susscrd	metatarsal	0.5	\N	16.4	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062624	B13867	Bp	HENE1	susscrd	metatarsal	0.5	\N	15.5	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062625	B13867	SD	HENE1	susscrd	metatarsal	0.5	\N	14.3	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062626	B13867	Dp	HENE1	susscrd	metatarsal	0.5	\N	25.6	\N	\N	2022-06-29 12:36:25	Rscripts@localhost
M062630	B13868	LAR	HENE1	susscrd	pelvis	0.5	\N	32.1	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062632	B13869	LAR	HENE1	susscrd	pelvis	0.5	\N	35.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062634	B13870	LAR	HENE1	susscrd	pelvis	0.5	\N	33.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062636	B13871	LAR	HENE1	susscrd	pelvis	0.5	\N	31.4	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062638	B13872	LAR	HENE1	susscrd	pelvis	0.5	\N	33.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062640	B13873	BG	HENE1	susscrd	scapula	0.5	\N	25.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062641	B13873	GLP	HENE1	susscrd	scapula	0.5	\N	36.2	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062642	B13873	SLC	HENE1	susscrd	scapula	0.5	\N	21.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062643	B13873	LG	HENE1	susscrd	scapula	0.5	\N	29.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062645	B13874	SLC	HENE1	susscrd	scapula	0.5	\N	20.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062650	B13875	BG	HENE1	susscrd	scapula	0.5	\N	21.8	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062651	B13875	GLP	HENE1	susscrd	scapula	0.5	\N	33.6	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062652	B13875	SLC	HENE1	susscrd	scapula	0.5	\N	20.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062653	B13875	LG	HENE1	susscrd	scapula	0.5	\N	28.7	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062655	B13876	BG	HENE1	susscrd	scapula	0.5	\N	23	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062656	B13876	SLC	HENE1	susscrd	scapula	0.5	\N	21.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
M062660	B13877	Bd	HENE1	susscrd	tibia	0.5	\N	30.5	\N	\N	2022-06-29 12:36:26	Rscripts@localhost
